Season,Name,Invention_1,Mystery_1,Immunity_1,Elimination_1,Invention_2,Mystery_2,Immunity_2,Elimination_2,Invention_3,Mystery_3,Immunity_3,Elimination_3,Invention_4,Mystery_4,Immunity_4,Elimination_4,Invention_5,Mystery_5,Immunity_5,Elimination_5,Invention_6,Mystery_6,Immunity_6,Elimination_6,Invention_7,Mystery_7,Immunity_7,Elimination_7,Invention_8,Mystery_8,Immunity_8,Elimination_8,Invention_9,Mystery_9,Immunity_9,Elimination_9,Invention_10,Mystery_10,Immunity_10,Elimination_10,Invention_11,Mystery_11,Immunity_11,Elimination_11,Invention_12,Mystery_12,Immunity_12,Elimination_12,Invention_13,Mystery_13,Immunity_13,Elimination_13,Invention_14,Mystery_14,Immunity_14,Elimination_14,Invention_15,Mystery_15,Immunity_15,Elimination_15,Invention_16,Mystery_16,Immunity_16,Elimination_16,Invention_17,Mystery_17,Immunity_17,Elimination_17,Label
9,Rashedul,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
10,Sashi,None,None,None,IN,IN,Win,None,Team Win,IN,IN,None,Team Lose,IN,Win,Win,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Win,IN,Win,Team Win,Immune,IN,None,Team Win,IN,IN,None,Immune,None,None,None,Btm,IN,Win,None,Win,Btm,IN,None,Btm,None,None,None,IN,None,None,None,Win,None,None,None,None,None,None,None,None,None,None,None,None,Winner
10,Ben,None,None,None,IN,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Team Lose,IN,IN,None,Btm,IN,Win,None,Btm,IN,IN,None,Team Lose,None,None,None,IN,Btm,IN,None,Btm,IN,Win,None,Btm,None,None,None,IN,None,None,None,Lose,None,None,None,None,None,None,None,None,None,None,None,None,Runner-Up
10,Khanh,None,None,None,IN,IN,IN,IN,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,Win,Immune,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,Lose,Team Win,None,None,None,IN,Win,IN,Lose,IN,Win,IN,Lose,Win,None,None,None,Btm,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
10,Jess,None,None,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Win,IN,Lose,Btm,IN,IN,None,Btm,IN,IN,None,Team Lose,Btm,IN,None,Team Win,Btm,IN,None,Btm,None,None,None,IN,Btm,IN,None,Btm,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
10,Chloe,None,None,None,IN,Win,IN,Lose,Team Win,Btm,IN,None,Team Win,Btm,IN,None,Btm,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Team Win,None,None,None,Win,Immune,IN,None,IN,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
10,Reece,None,None,None,IN,IN,IN,None,Team Lose,Top,IN,None,Team Lose,Win,IN,Win,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,Win,None,Team Win,IN,IN,None,Team Win,None,None,None,Immune,Win,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Samira,None,None,None,IN,Btm,IN,None,Team Win,IN,IN,None,Btm,Win,IN,Lose,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,None,None,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Kristen,None,None,None,IN,IN,IN,None,Team Win,IN,Win,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Win,IN,IN,Team Win,IN,IN,None,Team Lose,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Brendan,None,None,None,IN,IN,IN,None,Team Lose,IN,IN,None,None,IN,IN,None,Team Win,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,IN,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Sarah,None,None,None,IN,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,Win,None,Btm,IN,IN,None,Team Win,Btm,IN,None,Team Lose,Btm,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Hoda,None,None,None,IN,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Gina,None,None,None,IN,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,Win,Win,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Aldo,None,None,None,IN,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Lisa,None,None,None,IN,IN,IN,None,Team Lose,Top,IN,None,Team Lose,IN,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Jenny,None,None,None,IN,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Genene,None,None,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Jo,None,None,None,IN,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Loki,None,None,None,IN,IN,IN,None,Team Win,Win,IN,Win,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Michelle,None,None,None,IN,Btm,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Tim,None,None,None,IN,IN,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Adele,None,None,None,IN,IN,IN,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Denise,None,None,None,IN,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Metter,None,None,None,IN,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
10,Brett,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Larissa,IN,None,None,None,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,Win,None,Team 2nd,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,IN,None,Btm,Win,Win,None,Team 2nd,IN,IN,None,Team Lose,Win,IN,Win,Team Win,IN,IN,None,Immune,IN,Win,None,Win,None,None,None,IN,None,None,None,Win,None,None,None,None,None,None,None,None,None,None,None,None,Winner
11,Tessa,IN,None,None,None,Win,IN,Win,Immune,Top,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team Lose,Win,IN,Win,Team Win,IN,IN,None,Immune,Win,IN,Lose,Team Win,IN,IN,None,Team Lose,Win,IN,None,Team Win,Win,IN,None,Btm,None,None,None,IN,None,None,None,Btm,None,None,None,None,None,None,None,None,None,None,None,None,Runner-Up
11,Simon,IN,None,None,None,IN,IN,None,Team Lose,Win,IN,Lose,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,Win,None,Btm,IN,Win,None,Team Lose,Btm,IN,None,Team Lose,Win,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Win,IN,None,Btm,None,None,None,IN,None,None,None,Btm,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
11,Tim,Win,None,Win,None,Immune,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,IN,None,Team Win,Win,IN,Lose,Win,IN,IN,None,Team Win,Btm,IN,None,Btm,IN,IN,None,Team Win,Btm,IN,None,Btm,None,None,None,Btm,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
11,Nicole,IN,None,None,None,Btm,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Team Win,IN,Win,None,Team Win,IN,IN,None,Team Win,IN,IN,Win,Win,Btm,IN,None,Btm,None,None,None,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
11,Anushka,IN,None,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team Win,Win,IN,Lose,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,Win,None,Team Win,Btm,IN,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Christina,IN,None,None,None,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Derek,IN,None,None,None,Win,IN,Lose,Team Lose,Top,IN,None,Team Lose,Btm,IN,None,Team Win,IN,Win,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,IN,None,Team Win,IN,Win,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Tati,IN,None,None,None,IN,IN,None,Team Win,IN,IN,None,Btm,Win,IN,Lose,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Ben,IN,None,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Btm,Btm,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Sandeep,IN,None,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team 2nd,Win,IN,Win,Team Win,IN,IN,None,Team Win,IN,IN,None,Immune,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Steph,IN,None,None,None,IN,IN,None,Team Win,Top,IN,None,Btm,IN,IN,None,Team 2nd,IN,IN,None,Team Lose,Btm,IN,None,Team Lose,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Abbey,IN,None,None,None,IN,Win,None,Team Win,Btm,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Walleed,IN,None,None,None,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Joe,IN,None,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Kyle,IN,None,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Leah,IN,None,None,None,IN,IN,None,Team Win,Btm,IN,None,Team Win,Btm,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Blake,IN,None,None,None,IN,IN,None,Team Win,Top,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Jess,IN,None,None,None,IN,IN,None,Team Win,IN,Win,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Mandy,IN,None,None,None,IN,IN,None,Team Win,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Monica,IN,None,None,None,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Yossra,IN,None,None,None,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Dee,IN,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
11,Huda,IN,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
