Season,Name,Invention_1,Mystery_1,Immunity_1,Elimination_1,Invention_2,Mystery_2,Immunity_2,Elimination_2,Invention_3,Mystery_3,Immunity_3,Elimination_3,Invention_4,Mystery_4,Immunity_4,Elimination_4,Invention_5,Mystery_5,Immunity_5,Elimination_5,Invention_6,Mystery_6,Immunity_6,Elimination_6,Invention_7,Mystery_7,Immunity_7,Elimination_7,Invention_8,Mystery_8,Immunity_8,Elimination_8,Invention_9,Mystery_9,Immunity_9,Elimination_9,Invention_10,Mystery_10,Immunity_10,Elimination_10,Invention_11,Mystery_11,Immunity_11,Elimination_11,Invention_12,Mystery_12,Immunity_12,Elimination_12,Invention_13,Mystery_13,Immunity_13,Elimination_13,Invention_14,Mystery_14,Immunity_14,Elimination_14,Invention_15,Mystery_15,Immunity_15,Elimination_15,Invention_16,Mystery_16,Immunity_16,Elimination_16,Invention_17,Mystery_17,Immunity_17,Elimination_17,Label
5,Lucy,IN,IN,None,None,IN,None,None,None,IN,Win,None,Team Win,Team Win,None,None,Team Win,Team Win,None,None,Team Lose,Btm,IN,None,Team Lose,Btm,None,None,Team Win,IN,None,None,None,IN,None,None,Team Lose,IN,None,None,Team Win,Team Lose,None,None,Btm,Btm,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Kelty,Btm,IN,None,None,IN,None,None,None,Win,None,Lose,Team Win,Team Lose,None,None,Team Win,Team Lose,None,None,Team Win,Btm,IN,None,Team Lose,IN,None,None,Btm,IN,None,None,None,IN,None,None,Team Win,IN,None,None,Team Lose,Team Lose,None,None,Team Win,Btm,None,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Daniel,IN,IN,None,None,Btm,None,None,None,IN,None,None,Team Win,Team 2nd,None,None,Team Win,Team Lose,None,None,Team Win,Btm,IN,None,Team Win,Btm,None,None,Team Win,IN,None,None,None,IN,None,None,Team Lose,IN,None,Lose,Team Win,Team Win,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Noelene,IN,IN,None,None,Btm,None,None,None,IN,None,None,Team Win,Team 3rd,None,None,Team Lose,Team Win,None,None,Team Lose,IN,IN,None,Team Lose,IN,None,None,Btm,IN,None,None,None,Btm,None,None,Team Win,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Vern,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Lose,Btm,None,None,Team Win,Win,None,Lose,Team Lose,IN,IN,None,Team Win,IN,None,None,Team Lose,Btm,None,None,None,Btm,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Neha,Btm,IN,None,None,IN,None,None,None,Win,None,Lose,Team Win,Team Win,None,None,Btm,Team Win,None,None,Team Win,IN,IN,None,Team Lose,IN,None,None,Team Win,Btm,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Jules,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Win,None,None,None,Team Lose,Team Lose,None,None,Team Win,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Liliana,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Lose,Team 3rd,None,None,Team Win,Team Lose,None,None,Team Win,IN,Win,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Pip,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Win,Team Win,None,None,Team Lose,Team Lose,None,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Totem,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Lose,Team Lose,None,None,Team Win,Team Win,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Faiza,IN,IN,None,None,IN,None,None,None,IN,None,None,Team Lose,Team 2nd,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Nicky,Btm,IN,None,None,Btm,None,None,None,IN,None,None,Team Lose,Btm,None,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Andrew,IN,IN,None,None,Btm,None,None,None,IN,None,None,Btm,Elim,None,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Clarissa,IN,IN,None,None,Btm,None,None,None,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Xavier,IN,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Michael,Btm,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
5,Dan,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
6,Brent,Btm,IN,None,None,IN,IN,None,Btm,IN,IN,None,Btm,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,Btm,Win,None,Team Lose,IN,IN,None,Team Lose,None,None,None,Btm,None,Win,None,Btm,None,None,None,Btm,None,None,None,Top,None,None,None,Win,None,None,None,None,None,None,None,None,Winner
6,Laura,IN,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team 2nd,Btm,IN,None,Team Win,Win,Win,Win,Immune,Btm,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,None,None,None,IN,None,Btm,None,IN,None,None,None,Win,None,None,None,Top,None,None,None,Lose,None,None,None,None,None,None,None,None,Runner-Up
6,Emelia,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,None,Team Win,IN,Win,None,Team 3rd,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team 2nd,None,None,None,IN,None,Win,None,IN,None,None,None,Btm,None,None,None,Btm,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
6,Jamie,IN,IN,None,None,Btm,IN,None,Team Win,IN,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Team 3rd,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Team Win,None,None,None,IN,None,Btm,None,IN,None,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
6,Tracy,IN,IN,None,None,IN,IN,None,Btm,Win,Win,Lose,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,IN,Win,None,None,IN,IN,Win,Team Win,Immune,IN,None,Team Lose,None,None,None,Btm,None,Win,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Top 5
6,Ben,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,IN,None,Team Lose,IN,Win,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,IN,None,Team Lose,None,None,None,Btm,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Amy,IN,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team 2nd,Win,IN,Lose,Team Win,Btm,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Team Lose,Win,Win,Lose,Team 2nd,None,None,None,Btm,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Renae,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team 3rd,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Btm,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Sarah,IN,IN,None,None,Win,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,IN,None,Team Lose,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Colin,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team 3rd,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Kira,IN,IN,None,None,IN,Win,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Georgia,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Tash,IN,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,Win,IN,Lose,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Byron,IN,IN,None,None,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team 2nd,Btm,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Sam,IN,IN,None,None,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Rachael,Btm,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,Win,IN,Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Steven,Btm,IN,None,None,IN,IN,None,Btm,IN,IN,None,Btm,Btm,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Sean,IN,IN,None,None,IN,IN,None,Team Win,Btm,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Scott,IN,IN,None,None,None,IN,None,Btm,IN,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Emily,IN,IN,None,None,IN,IN,None,Team Lose,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Nick,IN,Win,None,None,Btm,IN,None,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Nicole,IN,IN,None,None,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Deepali,Btm,IN,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
6,Brendan,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,Elim
7,Billie,None,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,Btm,IN,None,Btm,Win,IN,Win,Team Win,IN,IN,None,Immune,IN,IN,None,Team Lose,Btm,Win,None,IN,Btm,None,None,IN,IN,IN,None,Btm,None,None,None,IN,None,None,None,Win,None,None,None,None,None,None,None,None,None,None,None,None,Winner
7,Georgia,None,IN,None,Btm,Btm,Win,None,Team Lose,Win,IN,Lose,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Btm,IN,None,Lose,IN,IN,IN,None,Win,None,None,None,IN,None,None,None,Lose,None,None,None,None,None,None,None,None,None,None,None,None,Runner-Up
7,Jessica,None,Win,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,Win,IN,Lose,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,IN,IN,None,None,Btm,Btm,IN,None,Btm,None,None,None,Btm,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
7,Reynold,None,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,Lose,Btm,Btm,None,None,Btm,Btm,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
7,Sara,None,Win,None,Team 2nd,IN,IN,None,Btm,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,Win,None,Btm,IN,IN,None,Team Win,IN,IN,None,IN,IN,None,None,Btm,Btm,Win,None,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Top 5
7,Matthew,None,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Btm,IN,IN,None,Team Lose,Btm,IN,None,Team Lose,Btm,IN,None,IN,Btm,None,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Jessie,None,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,Win,None,Team Win,IN,IN,None,Btm,Win,IN,Lose,Btm,IN,IN,Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Ashleigh,None,IN,None,Btm,Win,IN,Lose,Team Lose,IN,Win,None,Team Win,IN,IN,None,Btm,Btm,IN,None,Team Win,Btm,IN,None,Btm,IN,IN,None,Team Win,Win,IN,Win,Team Win,IN,IN,None,Immune,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Amy,None,IN,None,Team Lose,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Win,Btm,IN,None,Team Win,Btm,IN,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Rose,None,IN,None,Team 2nd,Btm,IN,None,Btm,IN,IN,None,Team Win,Win,IN,None,Btm,Btm,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team Lose,IN,IN,None,Team Lose,Btm,Win,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Stephen,None,IN,None,Team 2nd,IN,IN,None,Team Win,IN,IN,None,Team 2nd,IN,IN,None,Btm,IN,IN,None,Team Lose,IN,IN,None,Btm,Btm,IN,None,Team Lose,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,John,None,Win,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team Lose,IN,IN,Lose,Team Win,IN,Win,None,Team Lose,IN,Win,None,Team Win,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Jamie,None,IN,None,Team 2nd,Btm,IN,None,Team Win,IN,IN,None,Team 2nd,Btm,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Btm,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Jacqui,None,IN,None,Team Win,IN,IN,None,Team Lose,Btm,IN,None,Team 2nd,Btm,IN,None,Btm,IN,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Anna,None,IN,None,Team 2nd,IN,IN,None,Team Lose,IN,IN,None,Team Win,IN,IN,None,Team Lose,Win,IN,Lose,Team Win,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
7,Ava,None,IN,None,Team Win,IN,IN,None,Team Win,IN,IN,None,Team 3rd,IN,IN,None,Btm,IN,IN,None,Btm,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,Elim,None,None,None,None,None,None,None,None,None,None,None,None,Elim
